299.137572559428 298.908777642622 299.235072597043 299.418979594458 299.876333927473 298.95716606567 298.997594137782 299.276767800139 298.992829447194 299.469347055071
299.497414337585 299.380685528462 299.702174794522 299.784238795517 300.156813413754 299.197347734412 299.483885037994 299.650765806024 299.348795811289 299.702896521655
300.126679451101 299.91601187747 300.160856160163 300.295138533924 300.674979731384 299.705509250457 299.916191052294 300.047099429709 299.811823528881 300.181119890136
300.218584173463 300.032054438186 300.280793963056 300.635571721628 300.648519522739 299.917535254785 300.062121539195 300.124111379515 300.165099278436 300.38309400398
300.095598237658 299.829517822056 299.953476814651 300.365885841486 300.409862684558 299.797223113636 299.745856474487 299.912797929279 299.914819738156 300.022919805391
299.502733067897 299.53832377629 299.642342313133 299.772529446122 299.81611301385 299.298405015689 299.351276095257 299.393768911884 299.398339432904 299.553772717505
299.203776713969 299.32251241562 299.360003116589 299.447424241528 299.309896396625 299.000738864276 299.235575361632 299.048514784653 299.14457459519 299.224444114306
299.320069025984 299.693923245482 299.470334344164 299.530990935925 299.376739631884 299.363283652944 299.478540418606 299.212077168741 299.28755353589 299.3076675971
299.618699953653 300.247589309541 299.644293939974 299.871247942121 299.817858148743 299.706681329829 299.797258295515 299.585420605053 299.536175180221 299.572704675679
299.769281064376 300.489650331675 299.890149066146 300.030134177376 299.846207078338 299.786183158639 300.10384797289 299.753759529818 299.848245468459 299.68941559276
299.530009966669 300.449496965658 299.682135565582 299.826273771968 299.850534527015 299.777212974927 299.985352176182 299.589211282527 299.634293461706 299.463309319505
299.171289587274 300.184937199259 299.450436497864 299.388627660291 299.490174461446 299.51546079788 299.764651216257 299.320543972992 299.295962693385 299.120206469985
299.218635597667 300.182075940541 299.4584618654 299.173606884275 299.411498826192 299.280104167645 299.583293860047 299.19735461058 299.291785722017 299.064453259699
299.528268106023 300.614701144589 299.730068148684 299.71680536524 299.917815855815 299.669408521742 299.907080124782 299.600584453571 299.819092693935 299.386043396602
300.018242290296 300.961194976156 300.181482231512 300.217364374719 300.417136950224 300.238158942342 300.30782121404 300.113735252201 300.298610715803 299.866538360012
300.229419929239 301.032877486844 300.378735394753 300.2250718261 300.626796451155 300.388092261557 300.566116959335 300.334444380459 300.633318339578 300.14706991564
299.975770939984 300.893963186194 300.2559881909 300.014099512023 300.234449824525 300.185634831624 300.50231093839 300.167045710374 300.547535306323 299.989110088632
299.68046679482 300.435324301077 299.927468696281 299.606996766609 299.836557866961 299.765787021663 300.188277085521 299.716592551855 300.189369801181 299.492270234497
299.363586303727 300.128501870136 299.581581206643 299.306851549642 299.469318295823 299.418224677433 299.75818106319 299.364502126122 299.901383818433 299.23506466479
299.553311935815 300.175396814121 299.857117739035 299.441747957993 299.617402833017 299.700802628115 299.882145725988 299.656772900673 300.075673517312 299.358968023646
299.855752096403 300.509616316563 300.311788948552 299.598862663857 299.892492798245 300.041001578941 300.22779746263 300.07491586139 300.34412925306 299.682984876882
